INV,C_TYPE,C_PLANT,C_MARK,C_BODY,C_GROUP,N_CHASS,N_ENG,N_BODY,YEA_,N_PASS,D_PASS,SIGN,SIGN1,SIGN2,D_SIGN,D_EXPL,C_CLASS,C_COLOR,C_DUTY,C_OWNER,COST,SUBD,SUBC,YEAR_A,C_SOUR,N_SOUR,D_SOUR,C_STOR,N_STOR,D_STOR,N_ALOC,D_ALOC,D_TRANS,D_DEL,NORM_R,NORM_P,NORM_O,C_SFIN,C_BUY
1.0510000000000000e+03,"A(","C*","OQ","D-","E(","0308133","10204623",,1991,"ВЩ 571950","06/06/91 00:00:00","0396рдв",,,"06/06/91 00:00:00","04/29/91 00:00:00","F*",,"H1","(A",,,,,"I+","10/24-39","04/08/91 00:00:00","J-","375","04/24/91 00:00:00","2","02/05/91 00:00:00","04/29/91 00:00:00",,2.9000000000000000e+03,1.8500000000000000e+01,,,
1.0520000000000000e+03,"A(","C*","OQ","D,","E)","0309606","10207172","316",1991,"ВЩ 565072","05/05/91 00:00:00","0873рдв",,,"05/05/91 00:00:00","04/26/91 00:00:00","F*",,,"(h",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/4436","05/06/91 00:00:00","2","02/05/91 00:00:00","04/26/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.0530000000000000e+03,"A(","C*","OQ","D-","E*","320493","10501644","2054",1991,"ВШ 921704","08/26/92 00:00:00","1265ром",,,"08/26/92 00:00:00","08/25/92 00:00:00","F*","G4","H3","(4",,,,,"I)","10/24-39","04/08/91 00:00:00","J-","507","06/04/91 00:00:00","б/н","04/08/92 00:00:00","08/25/92 00:00:00",,2.9000000000000000e+03,1.8500000000000000e+01,,,
1.0540000000000000e+03,"A(","C(","N8","D(","E)",,"1798145","2623741",1991,"ВШ 233979","06/04/91 00:00:00","0479рдв",,,"06/04/91 00:00:00","05/29/91 00:00:00","F)",,"HZ","((",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/4436","05/06/91 00:00:00","1 от 1994","01/10/94 00:00:00","01/10/94 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0550000000000000e+03,"A(","C(","N7","D(","E)",,"1900440","2665611",1991,"ВШ 911342","08/12/91 00:00:00","0300рдб",,,"08/12/91 00:00:00","08/07/91 00:00:00","F)",,,"(-",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/4568","06/13/91 00:00:00","2","02/05/91 00:00:00","08/07/91 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.0560000000000000e+03,"A(","C(","N7","D(","E)",,"1901750","2665500",1991,"ВШ 911572","08/30/91 00:00:00","0629рос",,,"08/30/91 00:00:00","08/22/91 00:00:00","F)",,,"(2(",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/4557","06/11/91 00:00:00","2","02/05/91 00:00:00","08/22/91 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.0700000000000000e+03,"A(","C(","N8","D(","E)",,"1797898","2623436",1991,"ВШ 919969","01/30/92 00:00:00","0337рдв",,,"01/30/92 00:00:00","05/22/91 00:00:00","F)","G2",,"(I",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0710000000000000e+03,"A(","C(","N8","D(","E)",,"1808235","2626244",1991,"ВШ 231733","04/26/91 00:00:00","0611рда",,,,"05/22/91 00:00:00","F)","G2",,"(E",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0720000000000000e+03,"A(","C(","N8","D(","E)",,"1798247","2623496",1991,"ВУ 979324","04/09/91 00:00:00","1117рда",,,"04/09/91 00:00:00","05/22/91 00:00:00","F)","G2",,"(b",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0730000000000000e+03,"A(","C(","N8","D(","E)",,"1798175","2623750",1991,"ВЩ 574863","04/12/91 00:00:00","0812рда",,,"12/16/92 00:00:00","05/22/91 00:00:00","F)","G2",,"(W",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0740000000000000e+03,"A(","C(","N8","D(","E)",,"1798204","2623533",1991,"ВШ 920184","04/27/91 00:00:00","0178рдв",,,"04/27/91 00:00:00","05/22/91 00:00:00","F)","G2",,"(D",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0750000000000000e+03,"A(","C(","N8","D(","E)",,"1798206","2623774",1991,"ВШ 910456","04/26/91 00:00:00","0987рдб",,,"04/24/92 00:00:00","05/22/91 00:00:00","F)","G2",,"(e",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0760000000000000e+03,"A(","C(","N8","D(","E)",,"1788201","2623613",1991,"ВШ 910423","04/15/91 00:00:00","0843рдб",,,"04/15/91 00:00:00","05/22/91 00:00:00","F)","G2",,"(Y",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0770000000000000e+03,"A(","C(","N8","D(","E)",,"1798233","2619060",1991,"ВЩ 564139","04/11/91 00:00:00","0214ром",,,"04/11/91 00:00:00","05/22/91 00:00:00","F)","G2",,"(9",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,"*(",
1.0780000000000000e+03,"A(","C(","N8","D(","E)",,"1797958","2623833",1991,"ВУ 458991","04/17/91 00:00:00","0525рда",,,"04/17/91 00:00:00","05/22/91 00:00:00","F)","G2",,"(Q",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0790000000000000e+03,"A(","C(","N8","D(","E)",,"1798281","2623457",1991,"ВЩ 574989","04/22/91 00:00:00","0659рда",,,"04/22/91 00:00:00","05/22/91 00:00:00","F)","G2",,"(2(",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,"*(",
1.0800000000000000e+03,"A(","C(","N8","D(","E)",,"1798027","2623534",1991,"ВШ 231797","06/03/91 00:00:00","0918рдб",,,"06/03/91 00:00:00","05/22/91 00:00:00","F)","G2",,"(`",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0810000000000000e+03,"A(","C(","N8","D(","E)",,"1798135","2623801",1991,"ВШ 918898","04/11/92 00:00:00","1080рда",,,"04/11/92 00:00:00","05/22/91 00:00:00","F)","G2",,"(J",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0820000000000000e+03,"A(","C(","N8","D(","E)",,"1808078","2625693",1991,"ВШ 233885","05/28/91 00:00:00","0154",,,"03/16/92 00:00:00","05/22/91 00:00:00","F)","G2","HV","((",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/784","03/25/91 00:00:00","2","02/05/91 00:00:00","05/22/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0970000000000000e+03,"A(","C(","N8","D(","E)",,"1854133","2644535",1991,"ВЮ 037009","09/03/91 00:00:00","0520рос",,,"09/03/91 00:00:00","07/31/91 00:00:00","F)",,,"(3*",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/4446","05/07/91 00:00:00","2","02/05/91 00:00:00","07/31/91 00:00:00",,2.9000000000000000e+03,1.0500000000000000e+01,,"*)",
1.0980000000000000e+03,"A(","C(","N8","D(","E)",,"1798189","2622778",1991,,,"0159ром",,,,,"F)",,,,,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/4446","05/07/91 00:00:00",,,,"08/01/91 00:00:00",2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0990000000000000e+03,"A(","C(","N8","D(","E)",,"1748240","2623508",1991,"ВШ 911449","08/19/91 00:00:00","0353рос",,,,"08/13/91 00:00:00","F)",,"H8","(23",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/4446","05/07/91 00:00:00","2","02/05/91 00:00:00","08/13/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.1000000000000000e+03,"A(","C(","N8","D(","E)",,"1851238","2646082",1991,"ВШ 916859","08/20/91 00:00:00","0783рда",,,"08/20/91 00:00:00","08/02/91 00:00:00","F)",,,"(d",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/4446","05/07/91 00:00:00","20","07/29/91 00:00:00","08/02/91 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.1010000000000000e+03,"A.","C2","SТ",,"EF","755432","674061",,1991,"ВТ 881894","05/08/91 00:00:00","0688роэ",,,"05/08/91 00:00:00","04/16/91 00:00:00",,,,"(^",,,,,"I+","10/24-39","04/08/91 00:00:00","J2","79763051","03/13/91 00:00:00","2","02/05/91 00:00:00","04/16/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1020000000000000e+03,"A.","C2","SТ",,"EF","725757","643270",,1991,"ВШ 232958","01/21/92 00:00:00","0832роч",,,"01/21/92 00:00:00","04/23/91 00:00:00",,,,"(X",,,,,"I+","10/24-39","04/08/91 00:00:00","J2","79763051","03/13/91 00:00:00","2","02/05/91 00:00:00","04/23/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1030000000000000e+03,"A.","C2","SТ",,"EF","725748","644128",,1991,"ВШ 919619","08/30/91 00:00:00","0646роч",,,"08/30/91 00:00:00","04/29/91 00:00:00",,,,"(>",,,,,"I+","10/24-39","04/08/91 00:00:00","J2","79763051","03/13/91 00:00:00","2","02/05/91 00:00:00","04/29/91 00:00:00","08/26/93 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1040000000000000e+03,"A.","C2","SТ",,"EF","747677","666322",,1991,"ВШ 230062","10/01/91 00:00:00","1354рощ",,,"10/01/91 00:00:00","05/13/91 00:00:00",,,,"(g",,,,,"I+","10/24-39","04/08/91 00:00:00","J2","79763051","03/13/91 00:00:00","2","02/05/91 00:00:00","05/13/91 00:00:00","12/02/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1050000000000000e+03,"A.","C2","SТ",,"EF","725753","643312",,1991,,,,,,,"05/20/91 00:00:00",,,,"(=",,,,,"I+","10/24-39","04/08/91 00:00:00","J2","79763051","03/13/91 00:00:00","2","02/05/91 00:00:00","05/20/91 00:00:00","01/29/93 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1060000000000000e+03,"A.","C2","SТ",,"EF","604207","509044",,1991,"ВЮ 040024","12/13/91 00:00:00","1654рош",,,"12/13/91 00:00:00","06/13/91 00:00:00",,,,"(j",,,,,"I+","10/24-39","04/08/91 00:00:00","J2","79763051","03/13/91 00:00:00","2","02/05/91 00:00:00","06/13/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1070000000000000e+03,"A.","C2","SТ",,"EF","713967","631001",,1991,"ВШ 917009","10/24/91 00:00:00","0598рда",,,"10/24/91 00:00:00","04/01/91 00:00:00",,,,"(<",,,,,"I+","10/24-39","04/08/91 00:00:00","J2","79763051","03/13/91 00:00:00",,,,,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1080000000000000e+03,"A.","C2","SТ",,"EF","720799","637802",,1991,"ВШ 918144","07/19/91 00:00:00","1428рою",,,"07/19/91 00:00:00","07/10/91 00:00:00",,,,"(a",,,,,"I+","10/24-39","04/08/91 00:00:00","J2","79763051","03/13/91 00:00:00","2","02/05/91 00:00:00","07/10/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1090000000000000e+03,"A.","C2","SТ",,"EF","790144","711597",,1991,"ВЩ 564805","09/23/91 00:00:00","0441",,,"09/23/91 00:00:00","09/16/91 00:00:00",,,,"(9",,,,,"I+","10/24-39","04/08/91 00:00:00","J2","79766682","06/19/91 00:00:00","2","01/05/91 00:00:00","09/16/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
1.1100000000000000e+03,"A.","C2","SТ",,"EF","787259","711102",,1991,"ВШ 913239","07/12/91 00:00:00","1617рда",,,"07/12/91 00:00:00","07/08/91 00:00:00",,,,"(20",,,,,"I+","10/24-39","04/08/91 00:00:00","J2","79766682","06/19/91 00:00:00","2","02/05/91 00:00:00","07/08/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1250000000000000e+03,"A6","C)","P`","D3","E0","1233241","241496","432",1991,"ВШ 920572","07/16/91 00:00:00","0099",,,"07/16/91 00:00:00","06/17/91 00:00:00",,,"H<","(D",,,,,"I)","10/24-39","04/08/91 00:00:00","J-","507","06/04/91 00:00:00","2","02/05/91 00:00:00","06/17/91 00:00:00",,1.0000000000000000e+03,3.0000000000000000e+01,,,
1.1260000000000000e+03,"A,","C.","QГ","D.","E9","1341436","20651","0004994",1991,"ВШ 911451","08/19/91 00:00:00","1081рда",,,"08/19/91 00:00:00","08/19/91 00:00:00","F)",,,"(*",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/4397","04/18/91 00:00:00","2","02/05/91 00:00:00","08/19/91 00:00:00",,2.0800000000000000e+03,3.0000000000000000e+01,,,
1.1270000000000000e+03,"A/",,"TЩ",,"EG","стр.4173","6775639",,1991,,,"8",,,,"06/04/91 00:00:00",,"G5","H(","(X",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","881531","03/18/91 00:00:00","2","02/05/91 00:00:00","06/04/91 00:00:00",,0.0000000000000000e+00,1.5000000000000000e+01,,,
1.1280000000000000e+03,"A/",,"TЩ",,"EG","стр.4167","6775620",,1991,,,"9",,,,"07/28/91 00:00:00",,"G5","H(","(^",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","881531","03/18/91 00:00:00","2","02/05/91 00:00:00","06/04/91 00:00:00",,0.0000000000000000e+00,1.5000000000000000e+01,,,
1.1290000000000000e+03,"A>","C+","Pf","D3","E<","3112999","776026",,1991,"ВЩ 575153","07/12/91 00:00:00","0274рд",,,"07/12/91 00:00:00",,,,,"(,)",,,,,"I+","10/24-39","04/08/91 00:00:00",,"81","05/13/91 00:00:00",,,"01/25/93 00:00:00",,2.0800000000000000e+03,0.0000000000000000e+00,,,
1.1300000000000000e+03,"A+","C+","Pp","D1","E:","920826","731278",,1991,,,"0583рдш",,,,"05/21/91 00:00:00",,"G1",,"(l",,,,,"I)","10/24-39","04/08/91 00:00:00","J/","3/4492","05/21/91 00:00:00",,,"05/21/91 00:00:00",,2.0800000000000000e+03,4.2000000000000000e+01,,"*(",
1.1310000000000000e+03,"A+","C+","P+","D7","E:","3084688","734038",,1991,"ВЩ 567342","02/25/91 00:00:00","0410рдш",,,"02/25/91 00:00:00","02/19/91 00:00:00",,,"HJ","((",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/207","02/13/91 00:00:00","2","02/05/91 00:00:00","02/19/91 00:00:00",,2.0800000000000000e+03,3.1000000000000000e+01,,,
1.1320000000000000e+03,"A+","C+","P+","D7","E:","3084512","732897",,1991,"ВШ 233922","05/31/91 00:00:00","0458рдч",,,"05/31/91 00:00:00","02/25/91 00:00:00",,,,"(-",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/207","02/13/91 00:00:00","2","02/05/91 00:00:00","02/25/91 00:00:00",,2.0800000000000000e+03,0.0000000000000000e+00,,"*(",
1.1330000000000000e+03,"A(","C,","NU","D(","E)",,"6846282","00255691",1991,"ВШ 920215","05/13/91 00:00:00","0882рдш",,,"05/13/91 00:00:00","05/12/91 00:00:00",,,,"(/",,,,,"I+","10/24-39","04/08/91 00:00:00",,"3/12-2527","04/25/91 00:00:00",,,"05/12/91 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.1340000000000000e+03,"A(","C*","ON","D-","E(","016766","60207369",,1985,"ВР 570529","11/26/85 00:00:00","0325ром",,,"11/26/85 00:00:00","10/31/85 00:00:00","F*",,"H*","(U",,,,,"I+","10/3-462","02/15/85 00:00:00","J-","1207","01/01/85 00:00:00","2","02/05/85 00:00:00","10/31/85 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
1.1350000000000000e+03,"A.","C1","SС",,"EF","326926","770377",,1987,"ВУ 174518",,"1025ром",,,,"04/14/88 00:00:00",,,,"(U",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28281638","11/06/87 00:00:00","2","02/05/88 00:00:00","04/14/88 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
1.1360000000000000e+03,"A.","C1","SС",,"EF","12042","712761",,1987,"ВУ 174070",,"1482рос",,,,"09/15/87 00:00:00",,,,"(U",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28279077","08/04/87 00:00:00","2","02/05/87 00:00:00","09/15/87 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
1.1370000000000000e+03,"A.","C1","SП",,"EF","314857","758263",,1987,"ВУ 174192",,"1678рос",,,,"12/22/87 00:00:00",,,,"(U",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28282880","12/16/87 00:00:00","2","02/05/87 00:00:00","12/22/87 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
1.1380000000000000e+03,"A.","C1","SЛ",,"EF","б/н","71898",,1980,"ВО 961541",,"0704роа",,,,"07/03/80 00:00:00",,,,"(U",,,,,"I*","15/4-6500","12/27/79 00:00:00","J2","624454","04/26/80 00:00:00","3","03/04/80 00:00:00","07/03/80 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
1.1530000000000000e+03,"A.","C1","SС",,"EF","381323","834109",,1988,"ВУ 456681",,"0895рот",,,,"08/02/88 00:00:00",,,"H8","(S",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","28278880","07/19/88 00:00:00","2","02/05/88 00:00:00","08/02/88 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
1.1540000000000000e+03,"A.","C1","SС",,"EF","532630","999492",,1989,"ВУ 973385",,"0901рот",,,,"11/28/89 00:00:00",,,"HF","(S",,,,,"I*","15/4-211","01/25/89 00:00:00","J2","28317397","10/15/89 00:00:00","2","02/05/89 00:00:00","11/28/89 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
1.1550000000000000e+03,"A.","C2","SТ",,"EF","б/н","047069",,1985,"ВП 882651",,"0246рон",,,,"04/07/86 00:00:00",,,,"(S",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","79760047","01/01/85 00:00:00","2","02/05/85 00:00:00","04/07/86 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1560000000000000e+03,"A.","C2","SН",,"EF","б/н","б/н",,1981,"ВЛ 986754",,"0075рду",,,,"07/14/81 00:00:00",,,,"(S",,,,,"I*","15/4-450","01/28/81 00:00:00","J2","79751841","01/01/81 00:00:00","2","02/25/81 00:00:00","07/14/81 00:00:00","12/04/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1570000000000000e+03,"A.","C2","SН",,"EF","б/н","694683",,1985,"ВП 876734",,"0025рду",,,,"04/01/85 00:00:00",,,,"(S",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","79769024","03/28/85 00:00:00","2","02/05/85 00:00:00","04/01/85 00:00:00","12/04/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
1.1580000000000000e+03,"A(","C)","NK","D(","E)","б/н","93767","1001763",1970,"ВБ 335561",,"0105рду",,,"05/08/86 00:00:00","12/14/70 00:00:00","F*",,,"(X",,,,,"I*","15/4-1100","03/11/70 00:00:00","J2","127905","12/11/70 00:00:00","2","02/05/70 00:00:00","12/14/70 00:00:00","02/16/93 00:00:00",2.0800000000000000e+03,1.3000000000000000e+01,,"*(",
1.1590000000000000e+03,"A(","C(","N/","D(","E)",,"9508934","4888198",1987,"ВТ 887740",,"1586рда",,,,"05/18/87 00:00:00","F)",,,"(X",,,,,"I*","15/4-419","02/02/87 00:00:00","J/",,"01/01/87 00:00:00","2","02/05/87 00:00:00","05/18/87 00:00:00",,2.0800000000000000e+03,8.5000000000000000e+00,,"*(",
1.1600000000000000e+03,"A(","C*","OO","D,","E)","575904","6622 рем","2255",1984,"ВР 572803",,"1225рда",,,"07/28/86 00:00:00","04/26/84 00:00:00","F*",,,"(X",,,,,"I+","1/1648","03/29/84 00:00:00","J/","3/4282","04/26/84 00:00:00","2","03/02/82 00:00:00","04/26/84 00:00:00","10/22/92 00:00:00",2.0800000000000000e+03,1.6000000000000000e+01,,"*(",
1.1610000000000000e+03,"A(","C*","OO","D,","E)","619373","50207464",,1985,"ВП 877351",,"0909ром",,,"05/07/86 00:00:00","03/01/85 00:00:00","F*",,,"(X",,,,,"I+","10/3-462","02/15/85 00:00:00","J/","10/3-462","02/15/85 00:00:00","2","02/05/85 00:00:00","03/01/85 00:00:00","02/16/93 00:00:00",2.0800000000000000e+03,1.6000000000000000e+01,,,
1.1620000000000000e+03,"A6","C)","P^","D3","E0","0288378","204026","853",1979,"ВИ 780009",,"0531ром",,,,"02/05/80 00:00:00",,,"H<","(X",,,,,"I*","15/4-6500","12/27/79 00:00:00","J-","143","01/31/80 00:00:00","3","01/31/80 00:00:00","02/05/80 00:00:00","04/07/93 00:00:00",1.0000000000000000e+03,2.8000000000000000e+01,,,
1.1630000000000000e+03,"A.","C1","SС",,"EF","292853","736040",,1987,"ВУ 456250",,"0247рон",,,,"11/12/87 00:00:00",,,,"(X",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28281638","11/06/87 00:00:00","2","02/05/87 00:00:00","11/12/87 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,"*(",
1.1640000000000000e+03,"A.","C1","SС",,"EF","531071","997732",,1989,,,"0252рон",,,,"11/27/89 00:00:00",,,"HF","(X",,,,,"I*","15/4-211","01/25/89 00:00:00","J2","28317397","10/15/89 00:00:00","2","02/05/89 00:00:00","11/27/89 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
1.1650000000000000e+03,"A.","C1","SП",,"EF","453377","907388",,1989,,,"0842рон",,,,"02/17/89 00:00:00",,,,"(X",,,,,"I*","15/4-211","01/25/89 00:00:00","J2","28310807","01/30/89 00:00:00","2","02/05/89 00:00:00","02/17/89 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
1.1660000000000000e+03,"A.","C2","SТ",,"EF","б/н","081621",,1987,"ВУ 457482",,"0724рою",,,,"10/14/88 00:00:00",,,,"(X",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","79751466","11/04/87 00:00:00","2","02/05/87 00:00:00","10/14/88 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
1.1810000000000000e+03,"A-","C-","QX","D.","EA",,"73525","223510",1991,"ВЩ 575133","07/10/91 00:00:00","0294рдв",,,"07/10/91 00:00:00","07/09/91 00:00:00","F(","G(",,"(,(",,,,,"I)","10/24-39","04/08/91 00:00:00","J/","3/4621","07/09/91 00:00:00","2","02/05/91 00:00:00","07/09/91 00:00:00",,2.5000000000000000e+03,1.5000000000000000e+01,,,
1.1820000000000000e+03,"A,","C.","QГ","D.","E9","1367849","123957","09345",1991,"ВШ 910791","08/26/91 00:00:00","1334рдш",,,"08/26/91 00:00:00","08/07/91 00:00:00","F)","G,",,"(6",,,,,"I)","10/24-39","04/08/91 00:00:00","J/","3/4639","07/12/91 00:00:00","2","02/05/91 00:00:00","08/07/91 00:00:00",,2.0800000000000000e+03,3.0000000000000000e+01,,"*(",
1.1830000000000000e+03,"A(","C(","N>","D+","E+",,"0976888","0962481",1991,"ВЩ 564514","05/09/91 00:00:00","0485рдв",,,"05/09/91 00:00:00","07/08/91 00:00:00","F)","G*","H8","(3(",,,,,"I)","10/24-39","04/08/91 00:00:00",,,"07/05/91 00:00:00","2","02/05/91 00:00:00","07/08/91 00:00:00",,2.9000000000000000e+03,9.5000000000000000e+00,,,
1.1840000000000000e+03,"A(","C(","N>","D+","E+",,"0975824","0961741",1991,"ВШ 914971","07/09/91 00:00:00","0188ром",,,"07/09/91 00:00:00","07/08/91 00:00:00","F)","G0","H8","(3-",,,,,"I)","10/24-39","04/08/91 00:00:00",,,"07/05/91 00:00:00","2","02/05/91 00:00:00","07/08/91 00:00:00",,2.9000000000000000e+03,9.5000000000000000e+00,,,
1.1850000000000000e+03,"A(","C(","N>","D+","E+",,"0976886","0962637",1991,"ВШ 918118","07/16/91 00:00:00","0379рдв",,,"05/26/92 00:00:00","07/08/91 00:00:00","F)","G*","H8","(a",,,,,"I)","10/24-39","04/08/91 00:00:00",,,"07/05/91 00:00:00","2","02/05/91 00:00:00","07/08/91 00:00:00",,2.9000000000000000e+03,9.5000000000000000e+00,,,
1.1860000000000000e+03,"A/",,"TЩ",,"EG","стр 4144","6735976",,1991,,,,,,,"06/21/91 00:00:00",,"G5",,"((",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","ж.н.881531","03/18/91 00:00:00","6","07/07/91 00:00:00","07/10/91 00:00:00",,0.0000000000000000e+00,2.0000000000000000e+01,,,
